"CODE","AET_ID","NUMMER","CODE_1","BEGINJAAR","EINDJAAR","DATERING","BESCHRIJVING","NOTABENE"
"187",5,4228,"",1888,1899,"","* Agenda op de uitgaande en inkomende brieven van den bevelhebber van het detachement mariniers aan boord van het schip over 1888 april 23-1895 december 12 en 1888 april 14-1899 augustus 9","Hierin ook een administratieboek van het detachement over 1888-1896, zie nummer 4228"
"378",5,23,"",1610,1618,"1610-1618","Kopieboek van uitgaande brieven","Voor uitgaande brieven betreffende de gemeenten zie ook inv.nrs. 17-22"
"356",5,59,"",1381,1383,"1381-1383","Stukken betekende het proces tussen Johannes de Weent en Arnoldus Wilhelmusz. Multor voor de pauselijke curie te Rome over het abtschap","(Reg.nos. 535a-c, 540a). <ZR>Na de dood van abt Jan van Hillegom hadden de kloosterlingen Jan de Weent, die in 1367 reeds tot abt was gekozen, maar door de oppositie van abt Dirc van Vlierbeek niet door de paus bevestigd, opnieuw tot abt gekozen. Een der monniken, Arnoldus Wilhelmus naar het zeggen van zijn tegenstanders wegens zijn nederige afkomst eerst na herhaalde afwijzingen monnik in Egmond geworden en in 1379 voor studie naar Parijs en vervolgens in weerwil van door hem afgelegde beloften naar Rome getrokken -had na de dood van Jan van Hillegom (1381) paus Urbanus VI weten te bewegen van zijn reservatierecht gebruik te maken en hem tot abt te benoemen. In het proces, dat hierop voor de curie volgde, waren Stephanus de Manher en Dovrus de Remis de voornaamste procuratoren van partijen. Het is in 1888 op de auctie Scheurleer verkocht en vormde met inv.nr. 95 een deel (zie Verslagen 's Rijks oude archieven 1893, aanwinsten Alg. Rijksarchief no. 30)."
"5001",5,,"",,,"","Amsterdamsevaart 92 zwart","zie inv.nr. 1897"
"3988",5,73,"",1896,1959,"z.j., 1896-1959","Schenkingen en fundaties <ZR>Fundatieboek","Voor effecten, zie ook inv.nr. 74"
"3796",5,46,"",1891,1891,"1891","Stukken betreffende de verkoop van een perceel grond bij het fort De Liede aan het Departement van Oorlog","zie ook inv.nr. 98 aangaande deze kwestie"
"1052",5,1301,"",,,"","Afschriften van akten uit 1730 en 1861 betreffende de koop van de ambachtsheerlijkheid Uitgeest en van daartoe behorende heerlijke rechten, 1937, 1950 en z.d.","Aangetroffen in inventarisnummer 1300 (zie onder Archief)"
"3501",5,440,"",1857,1857,"1857","Stukken betreffende de eventuele overdracht van de Departementsschool aan de heer J. Wolff, onderwijzer op deze school","zie ook inv.nr. 119"
"5010",5,753,"",1971,1971,"1971","Agenda en verslagen van bijeenkomsten van de 'Coördinatiecommissie Groene Hart' met als taak het creëren van een groen hart in de Harmenjanswijk door het doen slopen van woningen in Storm- en Wichersstraat en het doen aanleggen van groen, schuren en achterpaden","zie ook inventarisnummer 752"
"5001",5,,"",,,"","Frankrijklaan","zie inv.nr. 2724"
"5001",5,,"",,,"","Westelijke Randweg","zie inv.nr. 3038"
"5001",5,,"",,,"","Spaarnwouderstraat nabij nr. 34","zie inv.nr. 1596"
"5001",5,,"",,,"","Nieuwe Gracht 48","zie inv.nr. 1430"
"5001",5,,"",,,"","Zuid-Brouwersstraat 46 aan woningvereniging Randstad","zie inv.nr. 1817"
"5001",5,,"",,,"","A.L. Dyserinckstraat/Teylerstraat, kad. sectie E, nrs. 1901, 1902, 1903, 1904, 1905, 5557, 2672, 1996 (alle ged.) en 5558 en 2673 (beide geheel) aan woningbouwvereniging St. Bavo","zie inv.nr. 2534"
"5001",5,,"",,,"","Koolsteeg/Kerkhofstraat; grond achter de percelen - , kad. sectie D, nr. 6784 ged. aan Woningvereniging Randstad","zie inv.nr. 2859"
"5001",5,,"",,,"","Tubergen","zie inv.nrs. 3024 en 3025"
"5009",5,459,"",1988,1990,"1988-1990","Oranjeboomstraat 126 en De Clercqstraat 91;  Dekamarkt B.V. Velsen Noord; oprichten en in werking hebben van een supermarkt","aanduiding inspectiestaat: 'Aanvraag is ingetrokken, zie brief Dekamarkt 2-11-'89. Er wordt een nieuw bouwplan ingediend. Alles slopen, nieuwbouw !', augustus 1990"
"7134",5,291,"",2009,2009,"2009","Vaststellen van het eigendomsrecht van de openbare verlichtingsnetten ","Bevat een cd-rom, zie voor de openbare verlichting ook rubriek 2.2.12.1.4.5."
"912",5,239,"",2011,2011,"2011","Erepenning van de gemeente Katwijk, op 10 oktober 2011 verleend aan A.Th. van Deursen","Voor de akte van toekenning, zie plaatsingslijstnummer 151. Voor foto's van de penning, zie plaatsingslijstnummer 240."
"358.66",5,4,"",1840,1888,"1840-1842, 1883-1888","","1889-1896 zie nr. 5."
"5001",5,,"",,,"","Klaverstraat 7 ","zie inv.nr. 20422"
"5001",5,,"",,,"","Rijpstraat 39","zie inv.nr. 20430"
"5039",5,,"",2009,2011,"2009-2011","Vaststellen van de subsidie voor de aanleg / bouw van de fietsbrug Eindenhout aan de Leidsevaart. Met tekeningen","zie ook inv. 5035 SB"
"721",5,,"",1976,1976,"1976","Zwart-wit foto van de ledenvergadering op 11 september 1976","Voor meer foto's van de ledenvergadering, zie de dia's (nr. 55) in voorlopig nummer 601."
"187",4,1563,"",1840,1840,"","1840 januari-1840 december","Hierin ook maandelijksche betaalsrollen van mindere geemploijeerden bij den algemeenen dienst; den temporairen dienst; de jachten en werkvaartuigen; en van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen over 1840, zie de nummers 1549, 1565***********, 1581***********, en 1581b**********"
"542",4,342,"",1966,1967,"1966-1967","BREEDBANDWALSERIJ. Vergunning opstellen van diverse werktuigen en installaties","zie ook bij BREEDBAND N.V"
"1583",4,,"---",1850,1852,"","1850-1852","zie ook inv. nrs. 103 en 104"
"1850",4,490,"",1889,1889,"1889","Groen, Johanna, wed. van Ruigrok, Leendert","Voor testament zie inv.nr. 561"
"2046",4,809,"",1939,1939,"1939","Bloemendaals Comité voor Geestelijke en Morele Herbewapening","zie ook inventarisnummer 794"
"3872",4,198,"",1923,1923,"1923","H. Stefels, Molenlaan","zie ook inv.nr. 196"
"1064",4,301,"",1761,1803,"","1761-1803 april","Voor vervolg zie inventarisnummer 299"
"2270",4,8746,"",2003,2003,"2003","Milieuvergunning verleend aan NS Railinfrabeheer BV om een nieuwe, de gehele inrichting omvattende vergunning voor het spoorwegemplacement; met bijlagen; ten dele is de vergunning vernietigd  betreffende bepaalde voorschriften bij besluit van de Raad van State","als aanvulling op de aanvraag voor een milieuvergunning van 5 maart 1999; zie ook het dossier beroepsprocedure bij de Raad van State"
"883",4,1185,"",2011,2011,"2011","Opdracht tot reviewen van de onderdoorgang HOV busbaan, verleend aan ProRail bv te Amsterdam","Zie aantekening bij inventarisnummer 1161; zie ook inventarisnummer 1182."
"615",5,,"--",1991,1991,"1991","List headed 'Diverse artikelen', based on the list in inv.nr. 682 but updated to 1979, listing published articles and unpublished manuscripts","See inv.nr. 1913"
"1155",5,131,"",,,"","VERVALLEN. Zie stadsbestuur Haarlem 1573-1813, toegangsnummer 3993 inv. nr. 6375",""
"18",4,3637,"",1869,1942,"","Oterleek, banne en polder, 1906-1940 <ZR>Oude Dijkje, het, polder, 1922-1924 <ZR>Oude Niedorp, banne, 1906-1919. Zie ook de inv.nrs. 3629 en 3668. <ZR>Oude Spaarndammerpolder, 1907-1922 <ZR>Oudendijk, banne, 1906 <ZR>Oudkarspel, banne, 1906-1919. Zie ook inv.nr. 3631. <ZR>Oudorp, banne, 1904-1942 <ZR>Oudorp, polder, 1905-1906 <ZR>Oudijk, banne, 1889-1906 <ZR>Overamstelsche polder, 1902-1935 <ZR>Overbrakerbinnenpolder, 1907-1934. Zie ook inv.nr. 3640. <ZR>Overbrakerbuitenpolder, 1869-1927 <ZR>Overdie en Achtermeer, polder, 1905-1925 <ZR>Overdiemerpolder, 1903-1905 <ZR>Overweersche polder, 1906",""
"1573",4,405,"",1522,1523,"","1522 september 1-1523 augustus 31. Bevat tevens dezelfde bijlagen als inv. 401",""
"501",5,,"--",1930,1931,"1930-1931","Register van aantekening van ontvangst en verzending van strafbladen","zie toegangsnummer 207, inv.nr. 626"
"151.1",5,,"--",,,"","Formerum","zie Terschelling"
"151.1",5,,"--",,,"","Zwaagdijk","zie Zwaag"
"151.3",5,8,"",,,"","Kopieën uit het handschrift van Arend van Buchell, deel 1, fo. 24, 24v, 57, 95, 134; deel 2, fo. 105v","Het origineel berust in de bibliotheek van de Rijksuniversiteit te Utrecht; zie ook: G.Brom en L.A. Langeraad, Diarium van Arend van Buchell, in: Werken uitgegeven door het Historisch Genootschap, Derde Serie No. 21, Amsterdam 1907"
"212",5,82,"",1658,1658,"1658","Akte van toewijzing van een akker in het Oosteinde van Aalsmeer door de schepenen van Aalsmeer aan Willem Heijnricxs Schipper","Fragment, voor volledige tekst zie Noord-Hollands Archief, Oud-rechterlijke archieven, inventarisnummer 747, folio 307 verso"
"5001",5,,"",,,"","Tulpenstraat 30 zwart en 32 zwart","zie inv.nr. 1416"
"3417",5,260,"",1949,1950,"1949-1950","Stukken betreffende de verbouwing van Kenaupark 7 tot synagoge en gemeenschapshuis","Voor de inwijding zie onder Eredienst"
"1057",5,68,"",1907,1907,"1907","Stukken betreffende bouw van de kerk: bestek, begrotingen, vergunningen","Notulen bouwcommissie van de kerk, 1905, zie inv.nr. 1"
"5001",5,,"",,,"","Zevenwoudenplantsoen; bouwen van een zevenklassig schoolgebouw en een gymnastieklokaal","zie inv.nrs. 15133 en 15134"
"5014",5,1087,"",1996,1997,"1996-1997 Met hiaten","Verslagen en agenda's van de vergaderingen van de projectgroep ""Haarlem Goede Stad""","Vanaf 1998 bekend onder de naam: Projectgroep Grote Steden Beleid Haarlem, zie inventaris no. 1089."
"1148",5,155,"",2009,2009,"2009","Het verlengen van de dienstverlening overeenkomst WKBP, 1e tranche Bloemendaal / Zandvoort","zie ook vorige blok 1990-2007 1ste dienstoverereenkomst tussen Bloemendaal / Zutphen"
"1229",5,,"",1931,1941,"ca. 1936","Foto van het glas in loodraam 'NV G.A. van der Steur, Kleedermakerij', alsmede foto's van het interieur van de zaak na modernisering","Bij de interieurfoto's staat zie plakboek G. deel I."
"109",4,236,"",1904,1920,"","1904-1911, 1914-1916, 1918-1920","De brieven betreffende de vijf steden slaan op de directie over het veer tussen de vijf Noord-Hollandse steden; zie afdeling III van deze inventaris"
"187",4,1581,"b",1837,1837,"","******. 1837 januari-1837 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den algemeenen dienst; den provicioneelen dienst; den temporairen dienst; de jachten en werkvaartuigen en van de temporair aangenomen baggerlieden over 1837, zie de nummers 1546, 1563********, 1565********, 1581******** en 1581a********"
"3872",4,152,"",1927,1927,"1927","H. Brouwer, Camplaan","zie ook inv.nr. 144"
"5001",4,9505,"",1980,1981,"1980-1981","Ontwerpen en vaststellen bestemmingsplan, alsmede sluiten van overeenkomsten met de Nederlandse Spoorwegen en het Staatsbedrijf der P.T.T. voor het treffen van geluidwerende voorzieningen bij het te bouwen expeditieknooppunt bij raadsbesluiten d.d. 17 september 1980, respectievelijk nr. 302 en nr. 303","Het vastgestelde bestemmingsplan ontbreekt in het dossier en bevindt zich in het dynamische archief van de voormalige sector Stedelijke Ontwikkeling, zie rode tabblad"
"83.2",4,,"--",,,"","Egmond aan Zee","zie ook Broek op Langedijk en Schagen"
"83.2",4,,"--",,,"","Wijdenes","zie Wognum"
"2336",4,183,"",1881,1888,"","1881 augustus 26-1888 oktober 9","Vanaf november 1888, zie archief 1906-1965"
"1105",5,150,"",,,"","VERVALLEN. Zie Stadsarchief Haarlem 1245-1572 inv. nr. 763",""
"1004",4,141,"",1790,1811,"","1790-1811; uitgebreider dan inv.nr. 140",""
"83.1",4,283,"",,,"","A-Z, op repertorium 1-12 (= inv.nrs 289-300)",""
"523",5,89,"",1966,1967,"1966-1967","Besluit van Provinciale Staten tot beëindiging van de subsidieregeling ten behoeve van de districtsschoolartsendiensten","Instelling en wijziging van deze regeling; zie archief provinciale griffie 1851-1943"
"137",5,247,"",,,"","Schagen. 
<ZR>a. Verwantschap Schagen-Maers; Overlijden van Maria Susanna Schagen, dochter van Joan Schagen en Ida Elisabeth Berckhout, 1839. 
<ZR>b. Jvr. M.S. Schagen, testament 1832 en olografisch testament 1839","Joan Schagen en E. v. Wallendael zie 9A-b. Jewel-Schagen zie nr 324-i"
"5001",5,,"",,,"","Reorganisatie van de ijsbaan aan de Kleverlaan","zie inv.nr. 3036"
"1083",5,922,"",1902,1941,"1902-1941","Bijlage bij de Zielenlijst van de broederschap","De Zielenlijst ontbreekt; zie hiervoor inv.nrs. 914-915"
"1083",5,930,"",,,"","Financiële jaarverslagen, 1899-1942; met aantallen van ingeschreven leden en van overledenen, 1929-1942","Onvolledig; voor globale jaarinkomsten en uitgaven over de jaren 1854-1863 zie inv.nr. 912"
"1508",5,10,"-1",1914,1914,"1914","Ingekomen stukken","Met diverse registers (zie doos 1.)"
"2162",5,187,"",1988,1988,"1988","Nota's van afdelingen Financiën en Milieuzaken op basis van het rapport Scheiden aan de Bron: van noodzakelijk kwaad naar gemeen goed betreffende de proef met het scheiden van huishoudelijk afval in vier proefwijken, te weten adviezen en een voorstel","zie ook inventarisnummer 186"
"3305",5,448,"",1837,1866,"1837-1866","Jaarstaten van de inkomsten van het gasthuis en het fonds Klaarenbeek","voor 1770-1811, zie nrs. 1-2"
"1353",5,846,"",1928,1959,"1928-1937, 1942, 1946-1959","Droste's Reisvereniging, (meerdaagse personeelsreizen)","zie ook inv.nr. 934"
"3501",5,589,"",1942,1970,"1942-1970","Stukken betreffende de gang van zaken bij de jeugdspaarbank van de Nutsspaarbanken","zie ook inv.nr. 578"
"3769",5,377,"",1652,1705,"1652-1705","Resoluties van de krijgsraad","Het katern met de resoluties 1672-1678 was niet mee ingebonden, zie inv.nr. 378."
"5001",5,,"",1984,1985,"1984-1985","Generaal Cronjéstraat 85 aan A.M. van den Broek","zie dossier Opheffing Post Noord van de Brandweer"
"3863",5,18,"",1645,1645,"1645","Akte van continuatie van de pacht door Floris van Alckemade","Voor transcriptie zie nr. 338"
"5001",5,,"",,,"","Lange Annastraat 27-29","zie bij aankopen van de opstallen Lange Raamstraat 5 en 7"
"5001",5,,"",,,"","Wagenweg, kad. Haarlem II, sectie S, nrs. 2129, 2130 en 2424, alle ged. aan Beheer- en Exploitatiemaatschappij Jonk de Rooij b.v.","zie inv.nr. 2617"
"5001",5,,"",,,"","Leidseplein 31","zie inv.nr. 2895"
"5001",5,,"",,,"","Zuidpolderstraat","zie inv.nr. 2636"
"5001",5,,"",1959,1959,"1959","School voor g.l.o., Karolingenstraat 61","zie inv.nr. 15165"
"716",5,125,"",1916,1941,"1916-1941","Akten betreffende alle andere akten en bescheiden gecodeerd met de letter O, aktenummers 1-16","zie ook Den Helder"
"199",5,258,"",2003,2003,"2003","Krantenartikelen en programmaboekje betreffende de viering van het 75-jarig jubileum van de St. Agatha Parochie te Zandvoort","Aangetroffen in het archief van de Dienst Geestelijke Verzorging Nieuw Unicum te Zandvoort, 2002-2008, zie toegangsnummer 1135. In 2017 geschonken door mevr. drs. P.N. Renes te Haarlem"
"358.71",5,6,"",1886,1892,"1886-1892 (nrs. 1-10)","","1883-1885 zie nr. 5."
"807",5,,"",1868,1927,"1868-1927","Geertje Leupen 1868-1927 (48) x Wilhelm Frederik Meyer/Meijer 1862-1918 (49)","Dochter (en schoonzoon) van Johannes Leupen (40) en Maria Elizabeth van den Berg (41), zie voorlopig nummer 41 en 42;
<ZR>Ouders van Maria Elisabeth Meyer/Meijer (67), zie voorlopig nummer 85;
<ZR>Ouders van Wilhelmina Frederika Meyer/Meijer (68), zie voorlopig nummer 91;
<ZR>Ouders van Elisabeth Maria Meyer (69). "
"187",4,3659,"",1893,1893,"","***** 1893","Hierin ook een register betreffende ontvangen en uitgegeven stoffen over 1893, zie nummer 3605"
"3863",4,140,"",1655,1655,"1655","door Wilhelm Stilten aan Jacob Andriessen op een stuk land gelegen te Berkenrode aan de Herenweg; met aangehechte verklaring door landmeter Andries van der Walle over zijn opmeting van dit land. 1 charter met aangehecht papier","Zegel verloren. Voor transcriptie zie nr. 338"
"7028",4,334,"",1979,1984,"1979-1984","Hoofdweg-Oostzijde tussen de Bennebroekerweg en Nieuw-Vennep, fase 4","Hierin de berekening voor de veranderde stalen damwand (zie inventarisnummer 192)"
"963",4,261,"",1991,1991,"1991 januari-februari","""Provinciale BPBK-subsidies 1989""; tentoongesteld: Peter Bes, Margreet Bouman, Gerard Hali, Hans Mantje, Carla Spruit en Frits Vanen","Tijdelijke Bijdrageregeling Beeldende Kunst (BPBK); met foto's en negatieven; zie ook inventarisnummer 39."
"147",5,87,"",1574,1574,"1574, maart 26","Brief van Ruychaver aan de overste (Sonoy), waarin hij bevestigt diens opdracht (inv. nr. 86) te hebben uitgevoerd en zijn verwondering uitspreekt over de gestrengheid van diens brief in verband met de klachten over zijn knechten, met het verzoek de zegslieden hiervan op te geven",""
"18",5,5794,"",1895,1896,"1895-1896","Overige kaarten en technische tekeningen behorende bij de inv.nrs. 5792-5793",""
"3061",5,,"--",1809,1821,"1809-1821","Staten met personalia van bewoners, opgetekend aan keerzijde van inv.nr. 1340",""
"3820",5,26,"",,,"","Namenregisters op de akten van de inv. nrs. 77-84. Fotokopieën",""
"176",4,161,"",1763,1763,"1763, sep. 29","Akte van transport door Jan Visser aan Johannes Pijl van de in de inv.nrs. 158 en 159 vermelde percelen","Met twee uithangende zegels"
"18",4,4804,"",1849,1936,"","Veenderij in de Schinkelpolder, 1851-1856 <ZR>Nes, de, polder (ook genaamd de Oude Nes onder Ilpendam), 1904-1936 <ZR>Noorder Veenpolder te Assendelft, 1849-1860 mei <ZR>Veenderij in het Graftermeer, 1857-1865 <ZR>N.V. Veenderij Maatschappij ""Eendracht"", 1918-1925, 1927-1932. Zie ook inv.nr. 4840. <ZR>Gecombineerde Holendrechter en Bullewijker Veenpolders, 1850/51-1865",""
"3",4,767,"",,,"","Bijlagen bij inv.nr. 766 betreffende ""justitie, kerkelijke, militaire zaaken, zee en meerwerken en posterijen""",""
"1573",4,418,"",1535,1536,"","1535 september 1-1536 augustus 31. Bevat tevens dezelfde bijlagen als inv. 417 met uitzondering van werkzaamheden aan de stadsvest, bevat ook rekening van de artilleriemeester",""
"476",4,1114,"",1038,1895,"","1893-1895, inv.nrs 9622-10389",""
"1451",4,51,"",1760,1760,"","Amsterdam, 1760 (dubbel van inv.nr. 50)",""
"1105",4,255,"",,,"","repertorium op inv. nrs. 252-254",""
"481",4,3190,"",1964,1967,"","1964-1967, inv.nrs 1964/1-1967/1245",""
"501",5,,"--",1930,1934,"1930-1934","Stukken betreffende de verwarming van het gerechtsgebouw","zie toegangsnummer 207, inv.nr. 631"
"514",5,722,"",1953,1956,"1953-1956","Klapper op de akten van huwelijkse voorwaarden","Voor de periode 1950-1952 zie inventaris 1940-1949 inv.nr. 1061. zie Toegang 485"
"151.1",5,,"--",1543,1543,"1543","Oosthuizen","zie Etersheim"
"282",5,263,"a-10",1737,1737,"1737","Advies van D'Alsace aan de Propaganda over de gemengde huwelijken in Holland. Kopie. Eigenhandig ondertekend","Uitgetracht op verzoek van de Propaganda (zie Romeinse Bescheiden I, n.388, laatste regel). Gedrukt in ""Declaratie SSmi D.N. Benedicti P.P. XIV super matrimoniis Hollandiae et Foederati België"", Leuven, 1742, 40-56. <ZR>In de alinea ""A quo tempore"" (Declaratio 48) is sprake van een ""annerum folium"" eveneens iets verder in de alinea ""Igitur EE Vestras"" (Declarato 49). Het eerste is een citaat uit Benr. Cuyokius (bisschop van Roermond), het tweede uit Neerkassel. Beide bewijsstukken gaan hierbij. <ZR>Bijgevoegd: Vier stukken, die gediend hebben voor de samenstelling van het advies van D'Alsace aan de Prop. van 1737 oktober 18. <ZR>1. Een eigenhandige brief van (Hoynck) aan (Van den Steen). Onvolledig. Moet dateren van half september 1737. (Het was de vergadering van 1737 aug. 17, welke zich om inlichtingen tot D'Alsace wendde.) <ZR>2. Studiemateriaal, eigenhandig door Hoynck, waarschijnlijk verband houdend met deze brief. <ZR>3. 1737 sept. 30. Het antwoord van Van den Steen. Oorspr. geheel eigenhandig. <ZR>4. Responsio ad quaestiones propositas. <ZR>Waarschijnlijk bijlage bij de brief van Van den Steen. Hand onbekend"
